,smiles,Mutagenicity,group
4727,O=C1c2ccccc2-c2ccc(Oc3ccc(S(=O)(=O)O)cc3)c3cccc1c23,1,training
4728,COc1c(OC)c2occc2c2oc(=O)ccc12,0,training
4729,CCC(=O)N(O)c1ccc2ccccc2c1,1,training
4730,COC=O,0,training
4731,C[n+]1c(-c2ccc(N)cc2)c2cc(N)ccc2c2ccc(N)cc21,1,training
4733,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,1,training
4734,C=CCNC(N)=O,1,training
4735,CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0,training
4737,c1ccc2c(CCC3CO3)cccc2c1,1,training
4738,O=NN1CCC(=O)CC1,1,training
4739,Cc1ccnc2ccccc12,1,training
4740,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0,training
4741,C[N+]1(C)CCOCC1,0,training
4742,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1,1,training
4743,O=CCO,0,training
4744,O[C@H]1c2c(cc3ccc4cccc5ccc2c3c45)[C@@H]2O[C@@H]2[C@H]1O,1,training
4745,CC(=O)N(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(Oc2ccc(Cl)cc2)cc1,1,training
4746,Cc1cc([N+](=O)[O-])cc2ccccc12,1,training
4748,C=C(C)C(=O)OCCOC(=O)NCCC(C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C,0,training
4749,CC(Cl)C(=O)O,0,training
4750,C=C(C)C(=O)OCC(C)(C)C,0,training
4751,O=[N+]([O-])c1ccc2c3c(c4cccc5ccc1c2c54)CCCC3,1,training
4752,COc1nc2cc([N+](=O)[O-])cc(CBr)c2nc1OC,1,training
4753,C/C=C1/CC(C)C(C)(OC(C)=O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,1,training
4756,CCOC(=O)[C@@H]1O[C@]1(C)c1ccccc1,0,training
4757,CC(=O)C1=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,0,training
4758,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1O)c2c34,1,training
4759,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0,training
4760,CC(C)Cc1nccs1,1,training
4761,CCOC(=O)C(C)(C#N)c1snc2ccc([N+](=O)[O-])cc12,1,training
4763,Nc1nc2ncnc-2c[nH]1,0,training
4764,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,0,training
4765,COc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1,training
4766,O=C(CO)N(O)c1ccc(Cl)cc1,0,training
4767,O=C/C=C/c1ccc([N+](=O)[O-])o1,1,training
4768,NC(CSCCCl)C(=O)O,1,training
4769,Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1,training
4770,Cc1c2c(cc3ccccc13)-c1ccccc1C(O)C2O,1,training
4771,CCOCC=O,0,training
4772,Br/C=C/Br,1,training
4773,Brc1cccc(-c2ccccc2)c1,0,training
4774,C1=C[C@H]2O[C@H]2c2c1cc1ccc3cccc4ccc2c1c34,1,training
4775,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,0,training
4776,O=C/C=C/c1ccc([N+](=O)[O-])cc1,1,training
4778,Cc1c(-c2cnccn2)ssc1=S,0,training
4779,Cn1c([N-][N+]#N)nc2ccc3ncccc3c21,1,training
4780,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,0,training
4781,CCC[C@@H](C)C[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@@H](C[C@H](C)CCCCCC[C@H](O)C[C@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0,training
4783,NC(CC(=O)O)C(=O)O,0,training
4784,BrCCCBr,0,training
4785,C=CC(C)=O,1,training
4786,CC1=CCC(=O)O1,0,training
4787,NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1,training
4788,NC(CO)C(=O)O,0,training
4789,O=C(O)CO,0,training
4790,C1COCOC1,1,training
4791,Cc1cnc(C)cn1,0,training
4792,Clc1cc2ccccc2c2ccccc12,1,training
4793,c1ccc2c(c1)-c1c(ccc3ccccc13)[C@@H]1N[C@H]21,1,training
4794,C/C=C/c1ccc(OC)cc1,0,training
4795,O=[N+]([O-])c1c(O)cc2c3c(cccc13)-c1ccccc1-2,1,training
4796,CN(C)c1nc2c3cccnc3ccc2n1C,1,training
4797,CN(C)CCCN1c2ccccc2CCc2ccccc21,0,training
4798,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,1,training
4799,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,0,training
4800,C=CC(=O)OCCCCCC(C)C,0,training
4801,Cc1ccc2c(ccc3ccccc32)c1,1,training
4803,COc1ccc(CNCC(O)COc2ccc3nc(O)ccc3c2)cc1OC,0,training
4804,CCC(Cl)CC(Cl)CC(C)Cl,0,training
4805,CC1(OO)c2ccccc2-c2ccccc21,1,training
4806,Clc1nc2ccccc2nc1Cl,0,training
4807,OC1c2ccc3c(ccc4ccccc43)c2C2OC2C1O,1,training
4808,CNc1snc2ccccc12,0,training
4809,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,0,training
4810,CCCOc1cc2c(c3ccc4ccccc4c13)CCC2=O,0,training
4811,CNC(=O)c1c(N(C)N=O)ncn1C,0,training
4812,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0,training
4813,O=C(O)/C=C(/CC(=O)O)C(=O)O,0,training
4814,OC1C=Cc2cccnc2C1O,0,training
4815,OC1C=CC2OC2C1O,1,training
4817,CC12CCC3C(CCC4CC(OC(=O)/C=C/c5cccc(N(CCCl)CCCl)c5)CCC43C)C1CCC(=O)N2,1,training
4821,CCCC(=O)OCc1cccc([N+](=O)[O-])c1,0,training
4822,CN(C)CCNC(=O)c1cccc2cc3ccccc3cc12,1,training
4823,CC1=C(Cl)C(=O)OC1O,1,training
4824,c1ccc2c(c1)[nH]c1cnccc12,1,training
4825,N[C@H](CS)C(=O)O,1,training
4826,CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,1,training
4827,O=Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1,training
4828,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0,training
4830,O=S(=O)(O)Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43,0,training
4831,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1,training
4832,Oc1ccc2c(ccc3c4ccccc4ccc23)c1,1,training
4834,Cc1cc2ncccc2c2nc(N)n(C)c12,1,training
4835,Clc1cc(Cl)nc(Cl)n1,0,training
4836,Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,1,training
4837,c1ccc2c(c1)-c1cc3ccccc3cc1C1NC21,1,training
4838,C=C[C@H]1CO1,1,training
4839,S=C(NC1CCCCC1)NC1CCCCC1,0,training
4842,CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,training
4843,CCOc1ccc(C(C)(C)C)cc1NC(=O)C(=O)Nc1ccccc1CC,0,training
4844,C=NO,0,training
4845,Oc1c(Cl)cc(Cl)c2cccnc12,0,training
4846,Nc1nc(-c2ccccc2)c(CCO)c2ncnn12,0,training
4847,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,0,training
4848,CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,0,training
4849,Nc1ccc2ccc3ccccc3c2n1,1,training
4850,O=C1OC(=C(Cl)Cl)C(Cl)=C1Cl,1,training
4851,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3,0,training
4852,Cn1c(N)nc2ccc(C#N)cc21,1,training
4853,N#Cc1cc(Br)c(O)c(Br)c1,0,training
4854,CC(C)N(N)C(C)C,1,training
4855,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0,training
4856,C=C1CC(=O)O1,0,training
4857,CC(=O)Nc1ccc(Oc2ccc(N(O)C(C)=O)cc2)cc1,1,training
4859,Cn1c([N+](=O)[O-])cnc1[C@H]1NC(CO)(CO)CO1,1,training
4860,CNc1ncn(C)c1C(=O)N(C)N=O,1,training
4861,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1,training
4862,CCOc1ccc(N)cc1N,1,training
4864,C=C1C(=O)C23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,1,training
4865,Cn1c(N)nc2nc3ccncc3cc21,0,training
4866,c1ccc(-c2cccnc2)nc1,1,training
4867,CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,0,training
4868,COC(=O)c1ccc(CN(C)N=O)cc1,0,training
4869,CCOC(=O)N(N=O)C(CCC=O)c1cccnc1,1,training
4872,O=C(O)CCC(=O)O,0,training
4873,Nc1cc(Cl)c(Cl)c(Cl)c1,0,training
4874,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0,training
4875,CN1CCN(C)CC1,0,training
4876,N/C(=N\O)c1cc(O)c(O)c(O)c1,1,training
4877,CNC,0,training
4878,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,0,training
4880,N=NCCCO,1,training
4881,CC=O,0,training
4882,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,training
4883,C#CCO,1,training
4884,O=NN(CCO)CCCCO,1,training
4885,O=[N+]([O-])c1ccc(/C=N/c2snc3ccccc23)o1,1,training
4887,Brc1ccc2c(c1)C=CC1CCCCC21,0,training
4888,Cc1cc(N)sn1,1,training
4889,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,training
4890,N#[N+][N-]CC(O)Cn1ccc(=O)[nH]c1=O,1,training
4891,O=NN(c1ccccc1)c1ccccc1,0,training
4892,S=C1SSC2=NCCN12,0,training
4895,O=C1CCCCCN1,0,training
4896,Cn1c(N)nc2c3cccnc3ccc21,1,training
4897,C[C@@H](O)CN(C)N=O,1,training
4898,C1=COc2c(c3ccccc3c3cc4ccccc4cc23)C=C1,1,training
4899,O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,0,training
4900,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl,1,training
4901,Cl/C=C(/Cl)COCCCl,1,training
4902,CC(O)Cc1cc(N)cc([N+](=O)[O-])c1N,0,training
4903,COC(=O)CC(=O)OC,0,training
4904,Nc1cc(Cl)ccc1O,1,training
4905,Cc1cc2nc(N)sc2cc1C,1,training
4906,CC(C)(S)C(=O)NC(CS)C(=O)O,0,training
4907,c1ccc2c(c1)ccc1c2ccc2ccc3ccccc3c21,1,training
4908,O=S(=O)(Nc1ccc(Cl)c(Cl)c1)c1cccc2cccnc12,0,training
4910,Nc1ccccc1[N+](=O)[O-],0,training
4911,c1cc[nH]c1,0,training
4912,FC(F)(F)I,1,training
4913,COC1=CC(=O)C(=O)C(C(C)(C)C)=C1,0,training
4914,C[C@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@]2(C)[C@H](O)C[C@H](O)C[C@H]12,1,training
4916,CC(=O)NNc1ccc(CO)cc1,1,training
4917,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,0,training
4918,CC(=O)OC1Cc2cc3cccc4ccc5ccc1c2c5c43,1,training
4919,Cc1cc(-c2ccc(N=Nc3c(N)c(C)cc(S(=O)(=O)O)c3N)c(C)c2)ccc1N=Nc1ccc(O)c(C(=O)O)c1,1,training
4920,CC[C@@H](C)[C@H](C)CO,0,training
4921,[O-][n+]1cc2cccnc2cn1,0,training
4922,Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1Cl,1,training
4923,[O-][n+]1cccc2c1C=CC1OC21,0,training
4925,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0,training
4927,CC(=O)c1ccc(N=O)cc1,1,training
4928,CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1,training
4929,CC(C)(OO)c1ccccc1,1,training
4930,O=C(O)CN(CC(=O)O)CC(=O)O,0,training
4932,Cc1cc2nc3ccc(C)c(N)c3nc2cc1N,1,training
4933,CS(C)=O,0,training
4934,CNC(=O)c1ccccc1,0,training
4935,O=CNNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1,training
4936,COCCOC,1,training
4937,Oc1cccc2c1ccc1[nH]c3ccc4ccccc4c3c12,1,training
4938,CCCCOC(C)=O,0,training
4940,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0,training
4942,O=C(C(Cl)Cl)C(Cl)Cl,1,training
4944,CC[C@H]1CO1,1,training
4945,Cc1nc2c(C)c(C)c3c(nc(N)n3C)c2nc1C,1,training
4946,C=CN=Nc1ccccc1,1,training
4948,CCOC(=O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,0,training
4949,O=C(/C=C/c1ccc(O)cc1)c1ccccc1,0,training
4950,O=C(O)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0,training
4952,Fc1cccc2c1ccc1cccnc12,1,training
4953,CC(NCc1ccccc1)C(=O)NCc1ccccc1,0,training
4954,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,0,training
4955,Cc1ccc([N+](=O)[O-])cc1C,1,training
4956,Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O,1,training
4957,COC(O)=C1C(C)=NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-],0,training
4958,CS(=O)(=O)Nc1ccc(Nc2c3ccc([N-][N+]#N)cc3nc3cc([N-][N+]#N)ccc23)cc1,1,training
4959,Oc1ccc2c(c1)c1ccccc1c1cc3ccccc3cc21,1,training
4960,c1ccc2c(c1)-c1cc3ccccc3c3cc4c(c-2c13)CCCC4,1,training
4961,N/C(=N\OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,0,training
4962,CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0,training
4963,O=Nc1c2ccccc2c2ccc3cccc4ccc1c2c43,1,training
4964,O=C(O)c1cc(Cl)ccc1Cl,0,training
4965,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,0,training
4966,CC(=O)Oc1ccc(CCl)cc1,1,training
4967,Oc1[nH]cnc2nncc1-2,0,training
4968,Nc1ccccc1O,1,training
4969,O=NN1CCSCC1,1,training
4970,C=CC1(C)CO1,0,training
4971,CNC1Cc2cccc3cccc(c23)C1,1,training
4972,Oc1cc2ccccc2c2ccc3ccccc3c12,0,training
4973,C=CCn1cc2c3c(cccc31)[C@@H]1C=C(CO)CN(C)[C@@H]1C2,1,training
4974,Nc1ncnc2c1ncn2Cc1ccccc1,1,training
4975,Nc1ccc(Cc2ccc(N)c(Cc3ccc(N)cc3)c2)cc1,1,training
4977,Cc1ccc(C(O)(P(=O)(O)O)P(=O)(O)O)cc1N(CCCl)CCCl,1,training
4978,CCOC(/C=C(/C)CCC=C(C)C)OCC,0,training
4980,CC(C)n1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,training
4981,CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,1,training
4982,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,training
4983,O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,1,training
4984,Cc1cc(O)c2c(c1)C(=O)c1c(O)c(O)cc(O)c1C2=O,1,training
4985,Oc1cccc(O)c1,0,training
4986,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,0,training
4987,C=C(C)c1ccc(C)c2ccc(C=O)c-2c1,1,training
4988,CC(=O)C1=CCC2C3=CCC4=CC(O)C(O)CC4(C)C3CC(O)C12C,0,training
4990,CC(=O)Nc1ccc(C(=O)O)cc1,0,training
4991,O=[N+]([O-])/C=C/c1ccco1,0,training
4992,COC1=CC(=O)C=CC1=O,0,training
4993,O=C(OC[C@H]1CO1)c1ccc([N+](=O)[O-])cc1,1,training
4994,CC(=O)ON(C)c1ccc(N=Nc2ccccc2)cc1,1,training
4995,C/C=C/c1ccc(OC)cc1OC,0,training
4997,Cc1cccc2ccc([N+](=O)[O-])cc12,1,training
4998,O=P1(N(CCCl)CCCl)N[C@H](O)CCO1,1,training
4999,N#CC1(O)CCCCC1,0,training
5000,CC(C)CC1NC(=O)CNC1=O,0,training
5001,C(=C/c1ccccc1)\c1ccccc1,0,training
5002,Cc1c([N+](=O)[O-])cc(N=[N+]([O-])c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],1,training
5003,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0,training
5004,C[C@@H](O)COC(C)(C)C,1,training
5006,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0,training
5007,O=C1NC(=O)C(O)(O)C(=O)N1,0,training
5008,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0,training
5009,CC[C@@H](CO)[N+](=O)[O-],0,training
5010,O=C(O)CCCc1ccc(NCCCl)cc1,1,training
5011,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,0,training
5012,Fc1cc2cccnc2c2ncccc12,1,training
5015,Nc1ccc2ccccc2c1S(=O)(=O)O,1,training
5016,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0,training
5017,O=C(O)CCCc1c[nH]c2ccccc12,0,training
5019,O=[N+]([O-])c1ccc2ccc3cccc4c(O)cc1c2c34,1,training
5021,Cc1ccco1,0,training
5024,O=C(O)c1ccc(NC2OCC(O)C(O)C2O)cc1,0,training
5026,CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,0,training
5027,CC(=O)c1ccc[nH]1,1,training
5029,c1ccc2c(c1)Oc1ccccc1S2,0,training
5030,O=[N+]([O-])c1ccc2c(c1)-c1nc3ccccc3c3c1c-2nc1ccccc13,1,training
5031,COc1cc2c(c(O)c1O)C(=O)c1c(O)cc(C)cc1C2=O,1,training
5033,CC1(C)S[C@@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0,training
5034,Nc1ccc2ccc3cccc4ccc1c2c34,1,training
5036,O=NSCCO,1,training
5037,O=NN1CCNC1=O,1,training
5038,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0,training
5039,C/C=C/Cl,1,training
5041,O=[N+]([O-])c1ccc(OC[C@H]2CO2)cc1,1,training
5042,c1ccc2c(c1)ccc1c3ccccc3sc21,1,training
5043,c1cc2ccc3ccc([C@@H]4CO4)c4ccc(c1)c2c34,1,training
5044,CC(C)[N+](=O)[O-],1,training
5045,O=P(O)(O)OCC(O)CO,0,training
5046,CCN(CC)N=O,1,training
5047,COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O,0,training
5048,COC12OOC1(C)Oc1ccccc12,1,training
5049,ClC(CBr)CBr,1,training
5050,CC(C)OC(=O)C[C@@](O)(CC(=O)O)C(=O)O,0,training
5052,O[C@H]1C=C2c3ccc4ccccc4c3-c3cccc(c32)[C@@H]1O,1,training
5053,CN(C)CNc1nnc(/C=C/c2ccc([N+](=O)[O-])o2)o1,1,training
5054,O=C1CCO1,1,training
5056,CC1CCN(N=O)CC1,1,training
5057,CC(C)(C)OC[C@H]1CO1,1,training
5059,Cc1ccc(O)c(C)c1,1,training
5060,CC(=O)ON(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2,1,training
5061,NCCCCCCCCCCC(=O)O,0,training
5062,NCCCl,1,training
5063,CCCCc1ccc(/N=C\c2ccc(OC)cc2)cc1,1,training
5064,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0,training
5066,CC1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,0,training
5067,O=C1CCCCC1=O,1,training
5068,O=C(O)C(Cl)CCl,0,training
5069,CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(O)=C(O)C1=O,0,training
5070,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0,training
5071,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,1,training
5072,O=C1OCC(Cl)=C1Cl,1,training
5073,NC(CSC(F)(F)C(F)(F)C(F)F)C(=O)O,0,training
5074,COP(=O)(OC)O/C(C)=C\C(=O)O[C@@H](C)c1ccccc1,0,training
5075,COC(=O)c1ccco1,0,training
5077,CCCC[C@@H](CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0,training
5078,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,1,training
5079,Nc1ccc(/C=C/c2cccc(Cl)c2)cc1,1,training
5080,CN(C)C(=O)Oc1ccc[n+](C)c1,0,training
5081,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,0,training
5083,C=CC#N,1,training
5084,COC(=O)Nc1nc2cc(O)ccc2[nH]1,0,training
5087,CCOCCOC(=O)/C=C\c1ccc(OC)cc1,0,training
5088,Nc1nc2ccccc2[nH]1,0,training
5089,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,0,training
5092,C[C@H](I)[C@@H]1OC[C@@H](CO)O1,1,training
5093,O=C1c2c(O)ccc3c2C(c2ccc(O)c4c2C3C2OC2C4=O)C2OC12,1,training
5094,C=C(C)C(=O)OCCCCCC,0,training
5095,CS(=O)(=O)OCCc1ccc(OCc2ccccc2)cc1,1,training
5096,CC1(C)CCCC2(C)C(C=O)C(C=O)=CCC12,0,training
5097,Nc1ccc(Br)cc1,0,training
5098,O=C(O)c1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O,1,training
5100,Nc1cc2c3ccccc3ccc2c2ccccc12,1,training
5101,CCCCON(OC(C)=O)C(=O)c1ccc([N+](=O)[O-])cc1,1,training
5102,NC(CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(=O)O,0,training
5103,Cc1ccccn1,0,training
5104,O=S(=O)(Nc1ccc(Cl)cc1Cl)c1cccc2cccnc12,0,training
5106,Cn1c(N)nc2ncc(-c3ccccc3)cc21,1,training
5108,ClC(Cl)(Cl)Cl,0,training
5110,O=C1CCCO1,0,training
5111,Cc1ccc2ccc3ccccc3c2c1C,0,training
5112,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0,training
5113,COc1nc(=O)n(CC(O)C[N-][N+]#N)cc1C,1,training
5115,Fc1ccc2ncccc2c1F,1,training
5116,Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,0,training
5117,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0,training
5118,Cc1c(C)c2c(N)c3ccccc3nc2c2ccccc12,1,training
5119,CC(=O)OC1CC2C3(C)CCCC(C)(C)C3CCC2(C)C2CC=C(C=O)C(C=O)C12C,0,training
5120,ClCCSCc1ccccc1,1,training
5121,Nc1cccc2ncc(F)cc12,1,training
5122,C1COCCN1,0,training
5123,O=Nc1cc2c3ccccc3ccc2c2ccccc12,1,training
5124,S=C=Nc1cccc2ccccc12,1,training
5125,CNC(=O)Oc1cc2ccccc2c2ccccc12,1,training
5127,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1,training
5128,O=c1c(Cl)c(Cl)cnn1S(=O)(=O)c1ccc(Cl)cc1Cl,0,training
5129,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0,training
5132,O=C1CCc2ccc3ccc4ccccc4c3c21,0,training
5133,CCCCOCCCC,0,training
5134,CCNC(=N)N(N=O)[N+](=O)[O-],1,training
5135,CNc1ccc2ncc(-c3ccccc3)nc2c1C,1,training
5136,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0,training
5137,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0,training
5138,C=C(C)C,0,training
5139,Cc1cc(=O)oc2c3c(ccc12)C1(C)OOC1(C)O3,1,training
5141,CC(Br)C(=O)NC(C)(C)C,0,training
5142,CC1CCC2C(C)C3C(CC4C5CC=C6CC(O)CCC6(C)C5CCC43C)N2C1,0,training
5143,O=[N+]([O-])c1cc2[nH]c3ccc4c(O)cccc4c3c2c2ccccc12,1,training
5144,OC1C=Cc2c(cc3c4c(cc5ccccc53)-c3ccccc3-c24)C1O,1,training
5147,NNC(=O)c1[nH]c2ccccc2c1N,1,training
5148,CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23,1,training
5149,CCN(CC)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,training
5152,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0,training
5153,Clc1cc(Cl)c(Cl)cc1Cl,0,training
5154,Nc1ccc2c(c1)[nH]c1ccccc12,1,training
5155,CC1(C)S[C@@H]2[C@@H](NC(=O)[C@@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,training
5156,C=C(C)C1CO1,0,training
5157,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,1,training
5159,CCN(CC)C(=S)SSC(=S)N(CC)CC,0,training
5160,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,0,training
5161,CN(C)c1[nH]cnc2ncnc1-2,1,training
5162,FC(F)(F)C(F)(F)C(Cl)Cl,0,training
5164,Nc1cccc2nc3c(N)cccc3nc12,1,training
5165,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,1,training
5166,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,1,training
5167,C1=C[C@@H]2[C@H]3C=C[C@H](C3)[C@@H]2C1,0,training
5168,COCCOCCOCCOC,1,training
5169,c1ccc(N=Nc2ccccc2)cc1,1,training
5171,O=P(OCCCl)(OCCCl)OCCCl,0,training
5172,C=C1C[C@]23C[C@@]1(O)CC[C@@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0,training
5173,CCC1=C(CC2NCCc3cc(OC)c(OC)cc32)CC2c3cc(OC)c(OC)cc3CCN2C1,0,training
5175,O=C(O)COc1ccc(Cl)cc1Cl,0,training
5177,CCCCCCCCOc1ccc(C(=O)O)cc1,0,training
5178,ClCCl,1,training
5180,N#CCc1cn(N=O)c2ccccc12,1,training
5181,CC(=O)CC(C)C,0,training
5182,O=C(O)COc1ccc(Cl)cc1,0,training
5183,COc1ccc(-c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)[nH]2)cc1,1,training
5184,O=C(Cl)c1ccc(C(=O)Cl)cc1,1,training
5185,O=C(/N=c1\sn(C(=O)c2cccc(Cl)c2)c2ccc([N+](=O)[O-])cc12)c1cccc(Cl)c1,1,training
5186,Nc1c(O)cccc1C(=O)O,0,training
